
10/11/2016 11:23:45,50400,,5,4.5,Softwareagentur (wie Catalysts),,Männlich,
10/11/2016 11:29:43,32000,Programmierer,2,2,Startup (wie Tractive),,Männlich,
10/11/2016 11:33:33,40000,Software-Entwickler,3,3,Softwarefirma (wie Borland),,Weiblich,
10/11/2016 11:34:09,42000,Inbound Marketer,6,2,Softwarefirma/Webagentur,,Männlich,
10/11/2016 11:39:39,100000,Senior Software Developer,9,3,Selbstständig,,Männlich,
10/11/2016 11:39:53,64400,Infrastructure Architect,13,4,Softwarefirma (wie Borland),,Männlich,
10/11/2016 11:47:24,42000,Software Developer,1,1,Softwarefirma (wie Borland),,Männlich,
10/11/2016 11:48:17,35000,ASP.Net Developer,1,1,Softwarefirma (wie Borland),,Männlich,
10/11/2016 11:54:46,55500,Software Engineer,4,1,Softwarefirma (wie Borland),,Männlich,
10/11/2016 11:55:24,51800,Softwareentwickler / Systembetreuer,0,0,Softwarefirma (wie Borland),,Männlich,
10/11/2016 11:58:30,46200,,,,Softwareagentur (wie Catalysts),,Männlich,
10/11/2016 12:00:19,40600,Wev Developer,5,5,Webagentur (wie Netural),,Männlich,
10/11/2016 12:06:07,33600,Web-Entwickler,7,2,Webagentur (wie Netural),,Männlich,
10/11/2016 12:06:31,49000,Softwareentwickler,3,2,Softwareagentur (wie Catalysts),,Männlich,
10/11/2016 12:09:39,42926,Webentwickler,3,2,Webagentur (wie Netural),,Männlich,
10/11/2016 12:10:30,42000,Software Engineer,2,2,Softwareagentur (wie Catalysts),,Männlich,
10/11/2016 12:20:19,33600,Software Engineer,3,3,Softwarefirma (wie Borland),,Männlich,
10/11/2016 12:22:43,44100,Software Engineer/Application Manager,12,5,Große Firma (wie Voestalpine),,Männlich,
10/11/2016 12:26:04,43400,,3,1,Softwarefirma (wie Borland),,Männlich,
10/11/2016 12:28:49,50400,Senior Software Developer,9,,Softwarefirma (wie Borland),,Männlich,
10/11/2016 12:35:35,46200,Android developer ,3,1.5,Startup (wie Tractive),,Weiblich,
10/11/2016 12:37:57,50400,Frontend Dev,10,1.5,Softwarefirma (wie Borland),,Männlich,
10/11/2016 12:43:42,48000,Senior Android Entwickler,11,7,Softwareagentur (wie Catalysts),,Männlich,
10/11/2016 12:50:22,67200,Team Leader,10,1,Softwareagentur (wie Catalysts),,Männlich,All In
10/11/2016 13:00:25,50000,Technical Consultant,4.5,4.5,Softwarefirma (wie Borland),,Männlich,"IT KV, 38,5H + 10h Überstundenpauschale   + Prämie"
10/11/2016 13:03:39,58800,IT-Consultant,10,10,Softwareagentur (wie Catalysts),,Männlich,
10/11/2016 13:05:46,30000,Wissenschaftlicher Mitarbeiter,5,4,FH oder Universität,,Männlich,
10/11/2016 13:08:32,43000,Software Engineer,2.5,2.5,Softwarefirma (wie Borland),,Männlich,
10/11/2016 13:12:36,35700,DevOps Engineer,2,2,Softwareagentur (wie Catalysts),,Männlich,
10/11/2016 13:17:54,44800,Software Entwickler,3,1,Softwarefirma (wie Borland),,Männlich,
10/11/2016 13:18:45,40600,Software development engineer,4,3,Große Firma (wie Voestalpine),,Männlich,
10/11/2016 13:32:39,48000,,,,,,,
10/11/2016 13:34:11,60000,Senior Commissioning Engineer IT,9,7,Große Firma (wie Voestalpine),,Männlich,
10/11/2016 13:34:13,49000,,,,Startup (wie Tractive),,Männlich,
10/11/2016 13:38:00,50000,Frontend Developer,2,2,Startup (wie Tractive),,Weiblich,Arbeitszeit/Woche: 40h // All-In-Vertrag
10/11/2016 13:38:36,37808,,,,Softwarefirma (wie Borland),,Männlich,
10/11/2016 13:43:41,49000,Sales Engineer,7,5,Startup (wie Tractive),,Männlich,inkl. Firmenauto mit Privatnutzung
10/11/2016 13:44:27,37045,Forschungsassistent,2,1.5,FH oder Universität,,Männlich,
10/11/2016 13:50:15,47600,IT Projektmanager,7,1,Webagentur (wie Netural),,Weiblich,"IT Kollektiv, 40h Woche, kein All-In"
10/11/2016 14:12:58,40600,Senior Consultant ,12,3,Webagentur (wie Netural),,Weiblich,
10/11/2016 14:18:00,57260,,,8,Softwarefirma (wie Borland),,steyr,All In
10/11/2016 14:18:14,34000,Werkstudent,1,1,Große Firma (wie Voestalpine),,Männlich,"Werkstudent, gerechnet mit 35h/Woche bei 12 Monatslöhnen/Jahr"
10/11/2016 14:19:32,40000,ERP-Entwickler,5,5,Große Firma (wie Voestalpine),,Männlich,"Metall-KV, Stufe E"
10/11/2016 14:34:37,56000,Ebusiness Manager ,10,3,Große Firma (wie Voestalpine),,Männlich,All In
10/11/2016 14:42:17,50456,Software Engineer,7,4,Softwarefirma (wie Borland),,Männlich,All In
10/11/2016 14:44:12,47600,Web Developer,2,2,Webagentur (wie Netural),,Männlich,"ST1, 16 Stunden Pauschale"
10/11/2016 14:50:26,43400,Mobile Developer,0,0,Softwarefirma (wie Borland),,Männlich,"Überstundenpauschale 40,5 Wochenstunden"
10/11/2016 14:52:53,56000,Consultant,15,2,Softwareagentur (wie Catalysts),,,"40 Std. Wo, Überstundenpauschale 20 Std. pro Monat"
10/11/2016 14:59:48,42000,Android Engineer,1.5,1.5,Softwarefirma (wie Borland),,Männlich,All-in Contract
10/11/2016 15:05:46,48000,QA-Engineer,11,2,Softwarefirma (wie Borland),,Männlich,"KV ST2 Regelstufe, keine Ü-Pauschale, Mehrstunden können ausbezahlt werden"
10/11/2016 15:13:32,40460,projektmanager,10,9,FH oder Universität,,Weiblich,"38.5 keine Überstunden, normales KV Schema"
10/11/2016 15:22:56,42000,software engineer,5,3,FH oder Universität,,Männlich,
10/11/2016 15:32:31,43400,Service Engineer,11,8,Große Firma (wie Voestalpine),,Männlich,"All-In Arbeitsstunden 38,5Std. + Bereitschaftspauschale extra"
10/11/2016 15:25:17,46988,Software Engineer,4,3,Softwarefirma (wie Borland),,Männlich,"40h, All-In Vertag, KV: Handwerk und Gewerbe in der Dienstleistung in Information und Consulting"
10/11/2016 15:35:24,45000,,4,1.5,Große Firma (wie Voestalpine),,Männlich,"38,5 WSt."
10/11/2016 15:35:39,54000,Software Entwickler ,7,7,Softwarefirma (wie Borland),,Männlich,"38,5 KVIT ST1 Erfahrungsstufe"
10/11/2016 15:35:58,45500,Web Developer,7,1,Mittleres Handelsubternehmen inkl web shop,,Männlich,"KV Handel, all in vertrag,  40 wochenstundeb,  1 tag homeoffice"
10/11/2016 15:52:35,44800,Head of Development,5,0.2,Startup (wie Tractive),,Männlich,"KV-IT ST1, 10h Überstundenpauschale (nicht exekutiert)"
10/11/2016 15:57:20,47600,"Softwareentwickler, Teamlead",6,3,Softwareagentur (wie Catalysts),,Männlich,"kein Equity (wurde von Firma als ""in Österreich nicht machbar"" bezeichnet), IT KV (was gibts da für Stufen?), Überstunden: Pauschale von 5%, falls mehr gehts auf Gleitzeitkonto, Durchschnittliche Wochenstunden: ~41-43"
10/11/2016 16:01:43,48000,Developer,6,6,Große Firma (wie Voestalpine),,Männlich,ST2 ohne Überstundenpauschale 
10/11/2016 16:12:12,57100,Senior Developer,8,,Softwareagentur (wie Catalysts),,Männlich,IT KV
10/11/2016 16:14:12,42000,Softwareentwicklung für Embedded Systems (C),2.5,1,Große Firma (wie Voestalpine),,Männlich,"38,5h, Gleitzeit -10/+30, alles über 30h am Ende vom Monat wird mit +50% ausbezahlt. "
10/11/2016 16:22:49,26000,Software Engineer,0.5,0.5,Softwareagentur (wie Catalysts),,Männlich,
10/11/2016 16:29:48,60000,Softwareentwickler,14,7,Softwarefirma (wie Borland),,Männlich,"KV IT und Datenverarbeitung, 41 Wochenstunden"
10/11/2016 16:51:27,40200,Data Scientist,,1.5,,,Weiblich,40 Wochenstunden
10/11/2016 17:13:30,49000,IT security analyst,1,1,Große Firma (wie Voestalpine),,Männlich,"38,5 Wochenstunden, vergünstigtes Essen"
10/11/2016 17:19:05,40600,Software Entwickler,4,3,Softwarefirma (wie Borland),,Männlich,
10/11/2016 17:39:37,32000,Marketing-Assistenz ,6,2,Große Firma (wie Voestalpine),,Weiblich,
10/11/2016 17:43:05,63000,Elektoniker,8,0.5,Große Firma (wie Voestalpine),,Männlich,"Metaller KV, 38,5 All-In aber mit ZA Konto."
10/11/2016 17:43:36,40000,Softwareentwickler,1.5,,Softwareagentur (wie Catalysts),,Männlich,
10/11/2016 17:52:14,39200,Software Entwickler,1,1,Startup (wie Tractive),,Männlich,"41,5h pro Woche"
10/11/2016 18:04:36,42000,Software Engineer iOS,6,1,Softwarefirma (wie Borland),,Männlich,10h Überstundenpauschale/Monat
10/11/2016 18:06:10,120000,,,,Selbstständig,,Männlich,
10/11/2016 18:15:20,36000,UX / Motion Designer,1,1,Große Firma (wie Voestalpine),,Männlich,
10/11/2016 18:21:53,50000,Leitung Softwareentwicklung,3,1,Softwarefirma (wie Borland),,Männlich,
10/11/2016 18:29:35,39046,Web Programmierer,4,4,Webagentur (wie Netural),,Männlich,"Mindestgehalt lt. IT KV ST1 Regelstufe, 38.5h pro Woche, keine Überstunden; während der Studienmonate geringfügig angestellt (5.5h pro Woche, 415€ pro Monat)"
10/11/2016 18:34:42,49000,"Softwareentwickler, Teamlead",10,2,Startup (wie Tractive),,Männlich,
10/11/2016 18:54:19,41772,Softwareentwickler,4,3,Softwarefirma (wie Borland),,Männlich,
10/11/2016 18:59:24,66000,Software Engineer ,,,Softwarefirma (wie Borland),,Männlich,
10/11/2016 19:08:18,36400,Mobile App & Service Developer,2,0.5,Startup (wie Tractive),,Männlich,38.5 h
10/11/2016 19:15:22,35000,Frontend Entwicklung,1,0.8,Startup (wie Tractive),,Männlich,
10/11/2016 19:36:58,44800,Lead Developer,6,3,Webagentur (wie Netural),,Männlich,32 Wochenstunden
10/11/2016 19:38:29,56000,Frontend Developer,7,1,Kleine software-firma,,Männlich,
10/11/2016 19:39:39,40425,,6,,,,,
10/11/2016 19:39:43,86000,Senior Consultant,25,9,Softwareagentur (wie Catalysts),,Männlich,">45 Wochenstunden, variabler Anteil"
10/11/2016 19:57:09,62000,Developer,15,5,Softwarefirma (wie Borland),,Männlich,"38.5h / Woche, kein All-In, KV-Stufe IT Kollektivvertrag ST3/3, Überstunden werden ausbezahlt oder können als Freizeit konsumiert"
10/11/2016 20:06:56,39900,Webdeveloper,5,5,Softwarefirma (wie Borland),,Männlich,Vollzeit
10/11/2016 20:10:46,67200,,18,7,Softwarefirma (wie Borland),,Männlich,"38,5"
10/11/2016 20:12:50,56000,,,,Große Firma (wie Voestalpine),,,
10/11/2016 20:24:14,50000,Projektmanager,3,3,Softwarefirma (wie Borland),,Männlich,"All in Vertrag, 38.5 h/w"
10/11/2016 20:26:04,51966,Projektmanager (Inhouse IT Consultant),7,0.5,Große Firma (wie Voestalpine),,Männlich,"KV Handel, keine ÜS Pauschale (werden auf Wunsch jedes Monat ausbezahlt), 38,5"
10/11/2016 20:29:00,42000,technischer Projektmanager,6,3,Webagentur (wie Netural),,Männlich,"inkl. 10h ÜS Pauschale, IT Kollektiv, kein Equity"
10/11/2016 20:32:59,51000,Software Entwickler,5,1,Lebensmittelbranche,,Männlich,All In
10/11/2016 20:38:26,35000,Software Engineer,1,0,Softwareagentur (wie Catalysts),,Männlich,"12 Wochenstunden, Gehalt auf Basis 38,5h; Ausbildung: SE Bakk"
10/11/2016 20:39:42,60000,CTO,15,8,Selbstständig,,Männlich,
10/11/2016 20:55:30,42000,Marketing/PR,3,1,,,Weiblich,
10/11/2016 20:57:19,50000,Head of SEO,5,3,Webagentur (wie Netural),,Männlich,
10/11/2016 21:04:54,51800,Projektleiter,10,3,,,Männlich,Kein KV
10/11/2016 21:17:45,46200,Software Engineer,3,0.5,Softwarefirma (wie Borland),,Männlich,
10/11/2016 21:33:27,42000,Senior Web Developer,7,2,Webagentur (wie Netural),,Männlich,"37,5 H/Woche; 10 Überstunden inklusive/Monat"
10/11/2016 21:34:59,48000,,6,6,Startup (wie Tractive),,Männlich,
10/11/2016 21:42:09,46200,Software-Architekt,3,1,Softwareagentur (wie Catalysts),,Männlich,Überstundenpauschale
10/11/2016 21:44:57,36000,,,,Startup (wie Tractive),,,
10/11/2016 21:53:31,150000,Projektleiter,3,1,Webagentur (wie Netural),,Männlich,
10/11/2016 21:53:43,48000,Frontend Dev Lead,15,5,Selbstständig,,Männlich,
10/11/2016 22:35:09,44800,Software engineer,3,2.5,Softwarefirma (wie Borland),,Männlich,"Pauschale 10h/Monat, Regelstufe IT"
10/11/2016 23:05:39,43400,Software Entwickler,1,1,Große Firma (wie Voestalpine),,Männlich,
10/11/2016 23:23:18,34216,Webentwicklerin,1,1,Webagentur (wie Netural),,Weiblich,"IT KV, Einstiegsstufe, 38,5 stunden"
10/11/2016 23:54:39,46000,Softwareentwickler,10,1,mittelständiges familienunternehmen,,Männlich,
10/12/2016 4:19:13,54400,Software-Architekt,13,13,Große Firma (wie Voestalpine),,Männlich,
10/12/2016 6:38:40,150000,Berater,10,10,Selbstständig,,Männlich,
10/12/2016 6:44:47,50000,Teamleader Backend,3.5,3.5,Webagentur (wie Netural),,Männlich,16h Überstundenpauschale
10/12/2016 6:54:54,50400,Software Engenier,3,,Softwarefirma (wie Borland),,Männlich,"Überstunden werden wieder als ZA abgebaut, keinen All-In-Vertrag"
10/12/2016 7:00:12,40600,Software Engineer,1,0,Softwarefirma (wie Borland),,Männlich,Plus leistungsabhängiger jährlicher Bonus
10/12/2016 7:28:05,45000,Webdev ,5,0,Softwarefirma (wie Borland),,Männlich,"Zeitausgleich, 38,5 Wochenstunden "
10/12/2016 8:14:57,33600,Screendesigner,3,2,Webagentur (wie Netural),,Weiblich,Überstundenpauschale von monatlich 4 Stunden
10/12/2016 8:36:22,70000,Geschäftsführer ,7,3,consulting,,Männlich,
10/12/2016 8:49:08,53438,Software Developer,10,10,Softwarefirma (wie Borland),,Männlich,35 Wochenstunden
10/12/2016 9:03:05,55160,Team Lead Quality Assurance,11,5,Softwarefirma (wie Borland),,Männlich,"38,5 - IT kollektiv - ST1 - Regelstufe"
10/12/2016 9:20:49,46200,Leitung Software Entwicklung Frontend ,11,"4 in Position, 11Jahre in Firma",Softwarefirma (wie Borland),,Männlich,"KV ST2 Regelstufe, 12 angeordnete Überstunden, 38,5 Stunden die Woche "
10/12/2016 11:10:56,36000,Frontend Developer,1,1,Webagentur (wie Netural),,Männlich,
10/12/2016 11:51:10,50000,CMS Programmierer,10,5,Webagentur (wie Netural),,Männlich,
10/12/2016 12:36:34,80000,Pre-Sales,8,2,Softwarefirma (wie Borland),,Männlich,"All-Inn Vertrag, geht sich aber mit ca. 42h/Woche aus. "
10/12/2016 13:46:31,53000,Senior Developer,6,4,Große Firma (wie Voestalpine),,Männlich,Holz Industrie inkl. 5 Stunden Pauschale
10/12/2016 14:37:34,64000,,11,,Softwarefirma (wie Borland),,Männlich,
10/12/2016 15:14:21,45000,software consultant,8,1,kanzlei,,Männlich,40h handels kv
10/12/2016 15:28:02,51800,,6,2,,,Männlich,"38,5h, IT Kollektiv ST2 Einstiegsstufe"
10/12/2016 15:40:40,49000,Customer Support engineer,9,3,Automatisierungstechnik ,,Weiblich,"38,5h ohne stundenpauschale, nicht pauschaliert"
10/12/2016 16:00:08,50000,Consultant,5,1,IT Consulting (über 500 MA),,,
10/12/2016 16:03:27,43288,Web-Entwickler,2,1,Große Firma (wie Voestalpine),,Weiblich,
10/12/2016 16:26:03,52500,Senior Software Entwickler,5,1,Webagentur (wie Netural),,Männlich,
10/12/2016 16:48:31,43260,,,,Große Firma (wie Voestalpine),,Männlich,
10/12/2016 16:49:55,70000,,10,,Softwareagentur (wie Catalysts),,Männlich,inkl. durchschnittliche Prämien
10/12/2016 18:53:37,36400,Junior Software Developer,2,2,Softwarefirma (wie Borland),,Männlich,
10/12/2016 19:16:23,42000,,,,,,Männlich,
10/12/2016 20:06:55,66000,Team Lead,6,,Softwarefirma (wie Borland),,Männlich,
10/12/2016 20:10:57,46900,Softwareentwickler,5,,Softwareagentur (wie Catalysts),,Männlich,
10/12/2016 20:55:51,47600,Researcher & Software Entwickler,7,0,Softwareagentur (wie Catalysts),,Weiblich,
10/13/2016 6:15:12,37800,Online Marketing Manager,4,1,Große Firma (wie Voestalpine),,Weiblich,"KV Handel,  All In"
10/13/2016 8:40:22,57500,Management,7,,,,Männlich,
10/13/2016 8:44:59,54600,Programmierer,6,1,Große Firma (wie Voestalpine),,Männlich,
10/13/2016 8:45:23,43000,Software Developer,3,3,Softwarefirma (wie Borland),,Männlich,
10/13/2016 17:39:06,34370,Software Engineer,5,1,Große Firma (wie Voestalpine),,Männlich,30 Wochenstunden
10/13/2016 18:33:31,45000,Softwareentwickler,1,1,Softwarefirma (wie Borland),,Männlich,
10/14/2016 9:15:11,100000,"team leader (software engenieering, support, it infrastructure)",9,,Softwarefirma (wie Borland),,Männlich,inkl. ausbezahlter überstunden; reisetätigkeit; ca 45 wochenstunden ohne all-in
10/14/2016 10:05:46,70000,Softwareentwickler,10,6,Selbstständig,,Männlich,"""Einkünfte aus Gewerbebetrieb"" laut Steuererklärung (also SVA + andere Ausgaben schon abgezogen)"
10/14/2016 11:41:38,50400,Project Manager,5,1,Softwareagentur (wie Catalysts),,Männlich,"38,5 + 2h (""all""-in), alle weiteren Stunden auf ZA"
10/14/2016 13:56:13,64200,Software Architekt,8,1,Softwarefirma (wie Borland),,Männlich,
10/14/2016 19:06:02,60000,,,,,,,
10/16/2016 8:45:55,54600,software development engineer,7,7,Große Firma (wie Voestalpine),,Männlich,"38,5h"
10/17/2016 8:06:58,40600,ASP.NET Developer,3,2,Große Firma (wie Voestalpine),,Männlich,kein All-In
10/17/2016 11:37:13,80000,IT-Projektmanager,10,10,Finanz,,Männlich,All-In-Vertrag (10+ Mehrstunden pro Monat)
10/17/2016 11:53:53,40000,Softwareentwickler,5,5,Webagentur (wie Netural),,Männlich,
10/17/2016 12:04:57,54600,Senior Software Engineer,10,,Softwarefirma (wie Borland),,Männlich,
10/17/2016 12:24:40,44800,Softwareentwickler,,,Softwareagentur (wie Catalysts),,Männlich,
10/17/2016 12:31:32,100000,Software Engineer,12,12,Selbstständig,,Männlich,"Brutto heißt in dem Fall inkl. aller Abgaben, die als Selbstständiger noch abzuführen sind; ebenso Urlaub, Krankheit, etc. Der angeführte Betrag ist also quasi mein ""Umsatz""."
10/17/2016 12:31:59,65000,Web Dev,13,6,Selbstständig,,Männlich,
10/17/2016 12:38:37,23100,CxO,15,3,Startup (wie Tractive),,Männlich,
10/17/2016 12:57:46,69000,Software Architect,18,6,Große Firma (wie Voestalpine),,Männlich,"38,5 (All-In-Vertrag, Überstunden sind aber eher der Ausnahmefall)"
10/17/2016 13:32:49,85000,Head of Sales,17,5,Große Firma (wie Voestalpine),,Männlich,"hohe Überstundenpauschale, plus Dienstwagen, plus variables Zusatzgehalt"
10/17/2016 13:42:06,47600,Softwareentwickler,5,,Softwarefirma (wie Borland),,Männlich,
10/17/2016 13:56:46,58800,Software developer/Team lead ,7,,Webagentur (wie Netural),,Männlich,16 Überstunden-Pauschale 
10/17/2016 14:07:11,58000,,10,,Softwareagentur (wie Catalysts),,Männlich,5% Überstundenpauschale 
10/17/2016 15:13:44,50000,Teamleiter,20,2,Große Firma (wie Voestalpine),,Männlich,
10/17/2016 15:25:45,37800,,2,1.5,Webagentur (wie Netural),,Weiblich,Pauschale: 8 Überstunden/Monat
10/17/2016 15:30:55,42000,Software Entwickler ,10,1,Softwareagentur (wie Catalysts),,Männlich,"It, 30h, flexible Einteilung "
10/17/2016 16:11:41,55000,Dev,3,3,Softwarefirma (wie Borland),,Weiblich,10 up
10/17/2016 16:25:51,86000,Teamleiter Softwareentwicklung ,15,14,Softwarefirma (wie Borland),,Männlich,"IT KV, ohne All-In, ohne Ü-Pauschale"
10/17/2016 16:38:25,44100,Software Engineer,4,3,Softwarefirma (wie Borland),,Männlich,"KV, Überstunden usw extra"
10/17/2016 16:48:03,70000,Teamleiter,10,1,Softwarefirma (wie Borland),,Männlich,Überstundenpauschale für 10h/Monat
10/17/2016 17:42:49,42000,,4,,Softwarefirma (wie Borland),,Männlich,
10/17/2016 17:59:41,56000,Produkt Manager,4,4,Softwareagentur (wie Catalysts),,Männlich,
10/17/2016 18:10:17,44000,,,,Softwareagentur (wie Catalysts),,Männlich,
10/17/2016 18:24:04,46200,Softwareengineer Android,4,2.5,Softwarefirma (wie Borland),,Männlich,5h Pauschale / Monat
10/17/2016 18:42:53,56316,Software Engineer/Teamlead,7,,Große Firma (wie Voestalpine),,Männlich,
10/17/2016 19:39:59,56300,Senior Software Engineer,16,2,Softwareagentur (wie Catalysts),,Männlich,
10/17/2016 19:53:02,46200,Senior Developer,10,,KMU im Printbereich,,Männlich,
10/17/2016 20:24:59,90000,Developer/Architect,,,Selbstständig,,Männlich,
10/17/2016 20:28:35,43400,Software Engineer,1,0.9,Softwarefirma (wie Borland),,Männlich,"40.8 Wochenstunden, zusätzliche Stunden aufs Gleitzeitkonto"
10/17/2016 23:36:19,70000,Software Engineer,12,12,Softwarefirma (wie Borland),,Männlich,"IT-KV ST1, All-in, ca. 50 Wochenstunden"
10/18/2016 0:12:17,45000,Consultant,3,1.5,Startup (wie Tractive),,Weiblich,
10/18/2016 6:16:39,46000,Tester,2,,Startup (wie Tractive),,Männlich,
10/18/2016 7:14:36,60200,,10,,Beratung,,Männlich,"Überstunden werden 1:1 in Freizeit abgegolten, keine Überstundenpauschale, keine Auszahlung von Mehrstunden"
10/18/2016 7:27:29,40600,,6,2,Softwarefirma (wie Borland),,Männlich,All in
10/18/2016 7:38:25,45000,Senior IT Berater,3,,IT Beratung,,Männlich,All-in mit ZA für Kunden-verrechenbare Stunden
10/18/2016 8:10:24,54600,Systemadministrator,20,16,Steuerberatungsunternehmen,,Männlich,"38,5 WST, 2-5 ÜST/Wo"
10/18/2016 13:26:49,51000,,10,,Große Firma (wie Voestalpine),,Männlich,
10/18/2016 13:51:31,42000,,,,,,,
10/18/2016 16:09:46,36000,CTO,3,,Selbstständig,,Männlich,
10/18/2016 17:44:11,42000,Software engineer,0,,,,,
10/18/2016 18:41:51,53200,Expert Client,18,8,Große Firma (wie Voestalpine),Wien,Männlich,KV & Überbezahlung und Überstundenpauschale
10/18/2016 20:35:26,31075,EDV-Systemtechniker,3,3,FH oder Universität,Wien,Männlich,"KV Universitäten, Verwendungsgruppe IIIb, Grundstufe"
